"oid","itm_id","itm_volume","itm_weight","itm_agingspeed","itm_objectafterrot","itm_script","itm_rotsininventory","itm_brightness","itm_worth","itm_buystack","itm_maxstack","itm_name_german","itm_name_english","itm_description_german","itm_description_english","itm_rareness","itm_name","itm_level"
"148919","3255","1","30000","255","3255","\N","f","0","0","1","1","Zinnen","battlements","","","1","\N","0"
"148920","3256","1","30000","255","3256","\N","f","0","0","1","1","Zinnen","battlements","","","1","\N","0"
"148921","3257","1","30000","255","3257","\N","f","0","0","1","1","Zinnen","battlements","","","1","\N","0"
"148922","3258","1","30000","255","3258","\N","f","0","0","1","1","Zinnen","battlements","","","1","\N","0"
"148923","3259","1","30000","255","3259","\N","f","0","0","1","1","Zinnen","battlements","","","1","\N","0"
"148924","3260","5000","30000","255","3260","\N","f","0","0","1","1","Schrank","cabinet","","","1","\N","0"
"148925","3261","5000","30000","255","3261","\N","f","0","0","1","1","Schrank","cabinet","","","1","\N","0"
"148926","3262","1","30000","255","3262","\N","f","0","0","1","1","Kaktus","cactus","","","1","\N","0"
"148927","3263","1","30000","255","3263","\N","f","0","0","1","1","Kaktus","cactus","","","1","\N","0"
"148928","3264","1","30000","255","3264","\N","f","0","0","1","1","Kaktus","cactus","","","1","\N","0"
"148929","3265","1","30000","255","3265","\N","f","0","0","1","1","Kiste","chest","","","1","\N","0"
"148930","3266","1","30000","255","3266","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148931","3267","1","30000","255","3267","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148932","3268","1","30000","255","3268","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148933","3269","1","30000","255","3269","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148934","3270","1","30000","255","3270","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148935","3271","1","30000","255","3271","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148936","3272","1","30000","255","3272","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148937","3273","1","30000","255","3273","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148938","3274","1","30000","255","3274","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148939","3275","1","30000","255","3275","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148940","3276","1","30000","255","3276","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148941","3277","5000","30000","255","3277","\N","f","0","0","1","1","Schrank","cabinet","","","1","\N","0"
"148942","3278","5000","30000","255","3278","\N","f","0","0","1","1","Schrank","cabinet","","","1","\N","0"
"148943","3279","1","30000","255","3279","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148944","3280","1","30000","255","3280","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148945","3281","1","30000","255","3281","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148946","3282","5000","30000","255","3282","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148947","3283","5000","30000","255","3283","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148948","3286","5000","30000","255","3286","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148949","3287","5000","30000","255","3287","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148950","3288","5000","30000","255","3288","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148951","3289","5000","30000","255","3289","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148952","3290","5000","30000","255","3290","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148953","3291","5000","30000","255","3291","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148954","3292","5000","30000","255","3292","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148955","3293","5000","30000","255","3293","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148956","3294","5000","30000","255","3294","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148957","3295","5000","30000","255","3295","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148958","3296","5000","30000","255","3296","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148959","3297","5000","30000","255","3297","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148960","3298","5000","30000","255","3298","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148961","3299","5000","30000","255","3299","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148962","3300","5000","30000","255","3300","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148963","3301","5000","30000","255","3301","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148964","3302","5000","30000","255","3302","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148965","3303","5000","30000","255","3303","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148966","3304","5000","30000","255","3304","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148967","3305","5000","30000","255","3305","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148968","3306","5000","30000","255","3306","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148969","3307","5000","30000","255","3307","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148970","3308","5000","30000","255","3308","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148971","3309","5000","30000","255","3309","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148976","3314","5000","30000","255","3314","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148977","3315","5000","30000","255","3315","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148978","3316","5000","30000","255","3316","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148979","3317","5000","30000","255","3317","item.doors","f","0","0","1","1","Tür","door","","","1","\N","0"
"148980","3322","5000","30000","255","3322","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148981","3323","5000","30000","255","3323","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148982","3324","5000","30000","255","3324","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148983","3325","5000","30000","255","3325","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148984","3326","5000","30000","255","3326","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148985","3327","1","30000","255","3327","\N","f","0","0","1","1","Schild","sign","","","1","\N","0"
"148986","3328","1","30000","255","3328","\N","f","0","0","1","1","Wegweiser","signpost","","","1","\N","0"
"148987","3329","5000","30000","255","3329","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148988","3330","5000","30000","255","3330","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148989","3331","5000","30000","255","3331","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148990","3332","5000","30000","255","3331","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148991","3333","5000","30000","255","3333","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148992","3334","5000","30000","255","3334","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148993","3320","1","30000","255","3320","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"149082","3419","5000","30000","255","3419","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148994","3285","1","30000","255","3285","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148995","3319","1","30000","255","3319","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148996","3321","1","30000","255","3321","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148997","3318","1","30000","255","3318","item.doors","f","0","0","1","1","offene Tür","open door","","","1","\N","0"
"148998","3335","5000","30000","255","3335","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"148999","3336","5000","30000","255","3336","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149000","3337","5000","30000","255","3337","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149001","3338","5000","30000","255","3338","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149002","3339","5000","30000","255","3339","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149003","3340","5000","30000","255","3340","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149004","3341","5000","30000","255","3341","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149005","3342","5000","30000","255","3342","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149006","3343","5000","30000","255","3343","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149007","3344","5000","30000","255","3344","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149008","3345","5000","30000","255","3345","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149013","3350","5000","30000","255","3350","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149014","3351","5000","30000","255","3351","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149015","3352","5000","30000","255","3352","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149016","3353","5000","30000","255","3353","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149017","3354","5000","30000","255","3354","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149018","3355","5000","30000","255","3355","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149019","3356","5000","30000","255","3356","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149020","3357","5000","30000","255","3357","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149021","3358","5000","30000","255","3358","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149022","3359","5000","30000","255","3359","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149023","3360","5000","30000","255","3360","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149024","3361","5000","30000","255","3361","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149025","3362","5000","30000","255","3362","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149030","3367","5000","30000","255","3367","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149031","3368","5000","30000","255","3368","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149032","3369","5000","30000","255","3369","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149033","3370","5000","30000","255","3370","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149034","3371","5000","30000","255","3371","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149035","3372","5000","30000","255","3372","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149036","3373","5000","30000","255","3373","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149037","3374","5000","30000","255","3374","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149038","3375","5000","30000","255","3375","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149039","3376","5000","30000","255","3376","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149040","3377","5000","30000","255","3377","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149041","3378","5000","30000","255","3378","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149042","3379","5000","30000","255","3379","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149047","3384","5000","30000","255","3384","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149048","3385","5000","30000","255","3385","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149049","3386","5000","30000","255","3386","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149050","3387","5000","30000","255","3387","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149051","3388","5000","30000","255","3388","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149052","3389","5000","30000","255","3389","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149053","3390","5000","30000","255","3390","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149054","3391","5000","30000","255","3391","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149055","3392","5000","30000","255","3392","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149056","3393","5000","30000","255","3393","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149057","3394","5000","30000","255","3394","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149058","3395","5000","30000","255","3395","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149059","3396","5000","30000","255","3396","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149060","3397","5000","30000","255","3397","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149061","3398","5000","30000","255","3398","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149062","3399","5000","30000","255","3399","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149063","3400","5000","30000","255","3400","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149068","3405","5000","30000","255","3405","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149069","3406","5000","30000","255","3406","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149070","3407","5000","30000","255","3407","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149071","3408","5000","30000","255","3408","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149072","3409","5000","30000","255","3409","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149073","3410","5000","30000","255","3410","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149074","3411","5000","30000","255","3411","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149075","3412","5000","30000","255","3412","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149076","3413","5000","30000","255","3413","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149077","3414","1","30000","255","3414","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149078","3415","1","30000","255","3415","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149079","3416","1","30000","255","3416","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149080","3417","1","30000","255","3417","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149088","386","1","30000","4","387","item.harvest","f","0","0","1","1","abgeernteter Strauch","empty bush","","","1","\N","0"
"149095","2","1","25","4","2","\N","f","0","100","1","1000","Mehl","flour","","","1","flour","0"
"149106","3422","1","30000","255","3422","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149107","3423","1","30000","255","3423","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149092","1193","5000","30000","4","1194","item.harvest","f","0","0","1","1","abgeernteter Orangenbaum","empty orange tree","","","1","\N","0"
"149108","3424","1","30000","255","3424","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149109","3425","1","30000","255","3425","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149118","3435","1","30000","255","3435","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149119","3436","1","30000","255","3436","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149120","3437","1","30000","255","3437","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149121","3438","1","30000","255","3438","\N","f","0","0","1","1","Fenster","window","","","1","\N","0"
"149099","132","1","2","4","132","\N","f","0","0","1","1000","Kirschbaumsetzling","cherry tree seedling","","","1","\N","0"
"149100","139","1","2","4","139","\N","f","0","0","1","1000","Apfelbaum-Setzling","apple tree seedling","","","1","\N","0"
"149097","5","1","100","4","5","\N","f","0","0","1","1000","Teig","dough","","","1","dough","0"
"149102","1369","5000","30000","255","1369","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149103","662","5000","30000","255","662","\N","f","0","0","1","1","Lesepult","lectern","","","1","\N","0"
"149104","987","5000","30000","255","987","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149105","3421","5000","30000","255","3421","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149110","3426","5000","30000","255","3426","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149111","3427","5000","30000","255","3427","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149112","3428","5000","30000","255","3428","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149113","3429","5000","30000","255","3429","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149114","3430","5000","30000","255","3430","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149115","3431","5000","30000","255","3431","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149116","3432","5000","30000","255","3432","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149117","3433","5000","30000","255","3433","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149122","3439","5000","30000","255","3439","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149123","3440","5000","30000","255","3440","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149124","3441","5000","30000","255","3441","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149125","3442","5000","30000","255","3442","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149126","3443","5000","30000","255","3443","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149127","3444","5000","30000","255","3444","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149128","3445","5000","30000","255","3445","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149129","3446","5000","30000","255","3446","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149130","3447","5000","30000","255","3447","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149131","3448","5000","30000","255","3448","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149132","3449","5000","30000","255","3449","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149133","3450","5000","30000","255","3450","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149134","3451","5000","30000","255","3451","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149135","3452","5000","30000","255","3452","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149136","3453","5000","30000","255","3453","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149137","3454","5000","30000","255","3454","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149138","3455","5000","30000","255","3455","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149139","3456","5000","30000","255","3456","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149140","3457","5000","30000","255","3457","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149141","3458","5000","30000","255","3458","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149142","3459","5000","30000","255","3459","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149143","3460","5000","30000","255","3460","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149144","3461","5000","30000","255","3461","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149145","3462","5000","30000","255","3462","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149146","3463","5000","30000","255","3463","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149147","3464","5000","30000","255","3464","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149148","3465","5000","30000","255","3465","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149149","3466","5000","30000","255","3466","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149150","3467","5000","30000","255","3467","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149151","3468","5000","30000","255","3468","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149152","3469","5000","30000","255","3469","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149153","3470","5000","30000","255","3470","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149154","3471","5000","30000","255","3471","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149155","3472","5000","30000","255","3472","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149156","3473","5000","30000","255","3473","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149157","3474","5000","30000","255","3474","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149158","3475","5000","30000","255","3475","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149159","3476","5000","30000","255","3476","\N","f","0","0","1","1","Mauer","wall","","","1","\N","0"
"149160","3477","5000","30000","255","3477","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149161","3478","5000","30000","255","3478","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149162","3479","5000","30000","255","3479","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149163","3480","5000","30000","255","3480","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149164","3481","1","30000","255","3481","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149166","3483","1","30000","255","3483","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149167","3484","1","30000","255","3484","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149168","3485","5000","30000","255","3485","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149169","3486","5000","30000","255","3486","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149170","3487","5000","30000","255","3487","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149171","3488","5000","30000","255","3488","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149172","3489","1","30000","255","3489","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149173","3490","1","30000","255","3490","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149174","3491","1","30000","255","3491","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149175","3492","1","30000","255","3492","item.doors","f","0","0","1","1","Tor","gate","","","1","\N","0"
"149176","3493","1","30000","255","3493","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149177","3494","1","30000","255","3494","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149178","3495","1","30000","255","3495","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149179","3496","1","30000","255","3496","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149180","3497","1","30000","255","3497","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149181","3498","1","30000","255","3498","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149182","3499","1","30000","255","3499","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149183","3500","1","30000","255","3500","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149184","3501","1","30000","255","3501","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149185","3502","1","30000","255","3502","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149186","3503","1","30000","255","3503","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149187","3504","1","30000","255","3504","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149188","3505","1","30000","255","3505","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149189","3506","1","30000","255","3506","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149190","3507","1","30000","255","3507","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149191","3508","1","30000","255","3508","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149192","3509","1","30000","255","3509","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149193","3510","1","30000","255","3510","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149194","3511","1","30000","255","3511","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149195","3512","1","30000","255","3512","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149196","3513","1","30000","255","3513","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149197","3514","1","30000","255","3514","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149198","3515","1","30000","255","3515","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149199","3516","1","30000","255","3516","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149200","3517","1","30000","255","3517","\N","f","0","0","1","1","Mölkky","moelkky","","","1","\N","0"
"149201","3518","1","30000","255","3518","\N","f","0","0","1","1","nichts","nothing","","","1","\N","0"
"149202","268","1","30000","255","268","\N","f","4","0","1","1","Kamin","chimney","","","1","\N","0"
"147429","237","1","2","4","237","\N","f","0","60","1","1000","Armbrustbolzen","crossbow bolt","","","1","crossbowBolt","45"
"149085","234","1","100","4","234","\N","f","0","400","1","1000","Goldnuggets","gold nuggets","","","1","goldNuggets","0"
"149205","3563","1","30000","2","3564","\N","f","0","0","1","1","Kartoffelpflanze","potato plant","","","1","\N","0"
"149206","3574","1","30000","255","3574","\N","f","0","0","1","1","Hunt","mine cart","","","1","\N","0"
"149207","3575","1","30000","255","3575","\N","f","0","0","1","1","Hunt","mine cart","","","1","\N","0"
"149208","3576","1","30000","255","3576","\N","f","0","0","1","1","Schiene","track","","","1","\N","0"
"149209","3577","1","30000","255","3577","\N","f","0","0","1","1","Schiene","track","","","1","\N","0"
"149211","644","1","30000","255","644","\N","f","0","0","1","1","Efeu","Ivy","","","1","\N","0"
"149215","1099","5000","30000","255","1099","item.id_266_bookshelf","f","0","0","1","1","Regal","bookshelf","","","1","\N","0"
"147428","236","1","100","4","236","\N","f","0","800","1","1000","Goldbarren","gold ingot","","","1","goldIngot","0"
"147441","249","1","100","4","249","\N","f","0","40","1","1000","Getreidebündel","bundle of grain","","","1","bundleOfGrain","0"
"147443","251","1","10","4","251","\N","f","0","400","1","1000","Roher Amethyst","raw amethyst","","","1","rawAmethyst","0"
"149220","3564","1","30000","2","3565","\N","f","0","0","1","1","Kartoffelpflanze","potato plant","","","1","\N","0"
"149221","3565","1","30000","2","3566","\N","f","0","0","1","1","Reife Kartoffelpflanze","ripe potato plant","","","1","\N","0"
"147444","252","1","10","4","252","\N","f","0","600","1","1000","Roher Obsidian","raw obsidian","","","1","rawObsidian","0"
"147445","253","1","10","4","253","\N","f","0","600","1","1000","Roher Saphir","raw sapphire","","","1","rawSapphire","0"
"147446","254","1","10","4","254","\N","f","0","1000","1","1000","Rohdiamant","raw diamond","","","1","rawDiamond","0"
"147447","255","1","10","4","255","\N","f","0","400","1","1000","Roher Rubin","raw ruby","","","1","rawRuby","0"
"147448","256","1","10","4","256","\N","f","0","800","1","1000","Roher Smaragd","raw emerald","","","1","rawEmerald","0"
"147449","257","1","10","4","257","\N","f","0","800","1","1000","Roher Topas","raw topaz","","","1","rawTopaz","0"
"147450","258","1","100","4","258","item.id_258_flail","f","0","2000","1","1","Dreschflegel","flail","","","1","flail","5"
"147451","259","1","25","4","259","item.seeds","f","0","40","1","1000","Getreide","grain","","","1","grain","0"
"147458","271","1","100","4","271","item.id_271_scythe","f","0","2000","1","1","Sense","scythe","","","1","scythe","5"
"147470","283","1","5","4","283","item.gems","f","0","1200","1","1000","Obsidian","obsidian","","","1","obsidian","30"
"147471","284","1","5","4","284","item.gems","f","0","1200","1","1000","Saphir","sapphire","","","1","sapphire","20"
"149210","3578","1","30000","255","3578","\N","f","0","0","1","1","Aufgebraucht Kohleflöz","Depleted Coal Vein","","","1","\N","0"
"149212","3579","1","30000","255","3579","\N","f","0","0","1","1","Aufgebraucht Kupfererzader","Depleted Copper Vein","","","1","\N","0"
"149213","3580","1","30000","255","3580","\N","f","0","0","1","1","Aufgebraucht Eisenerzader","Depleted Iron Vein","","","1","\N","0"
